County,State,Value,Category Range,Year
Cataño,PR,348.6,329.3 - 1136.3 (644),2016-2018
Catoosa,GA,275,263.4 - 329.2 (643),2016-2018
Catron,NM,231.5,215.2 - 263.3 (645),2016-2018
Cattaraugus,NY,235.5,215.2 - 263.3 (645),2016-2018
Cavalier,ND,276.7,263.4 - 329.2 (643),2016-2018
Cayey,PR,275.4,263.4 - 329.2 (643),2016-2018
Cayuga,NY,191.5,172.4 - 215.1 (641),2016-2018
Cecil,MD,243.8,215.2 - 263.3 (645),2016-2018
Cedar,MO,84,37.8 - 172.3 (647),2016-2018
Cedar,IA,265.4,263.4 - 329.2 (643),2016-2018
Cedar,NE,309.4,263.4 - 329.2 (643),2016-2018
Ceiba,PR,374.5,329.3 - 1136.3 (644),2016-2018
Centre,PA,153.3,37.8 - 172.3 (647),2016-2018
Cerro Gordo,IA,212.6,172.4 - 215.1 (641),2016-2018
Chaffee,CO,95.8,37.8 - 172.3 (647),2016-2018
Chambers,TX,283.8,263.4 - 329.2 (643),2016-2018
Chambers,AL,343.8,329.3 - 1136.3 (644),2016-2018
Champaign,IL,184.8,172.4 - 215.1 (641),2016-2018
Champaign,OH,192.6,172.4 - 215.1 (641),2016-2018
Chariton,MO,271.6,263.4 - 329.2 (643),2016-2018
Charles,MD,317.9,263.4 - 329.2 (643),2016-2018
Charles City,VA,167.8,37.8 - 172.3 (647),2016-2018
Charles Mix,SD,308.8,263.4 - 329.2 (643),2016-2018
Charleston,SC,235.9,215.2 - 263.3 (645),2016-2018
Charlevoix,MI,102.8,37.8 - 172.3 (647),2016-2018
Charlotte,FL,222,215.2 - 263.3 (645),2016-2018
Charlotte,VA,240,215.2 - 263.3 (645),2016-2018
Charlottesville,VA,139.4,37.8 - 172.3 (647),2016-2018
Charlton,GA,163.5,37.8 - 172.3 (647),2016-2018
Chase,KS,187,172.4 - 215.1 (641),2016-2018
Chase,NE,269.3,263.4 - 329.2 (643),2016-2018
Chatham,NC,144.3,37.8 - 172.3 (647),2016-2018
Chatham,GA,270.8,263.4 - 329.2 (643),2016-2018
Chattahoochee,GA,493.1,329.3 - 1136.3 (644),2016-2018
Chattooga,GA,200.2,172.4 - 215.1 (641),2016-2018
Chautauqua,KS,217,215.2 - 263.3 (645),2016-2018
Chautauqua,NY,263.4,263.4 - 329.2 (643),2016-2018
Chaves,NM,458.7,329.3 - 1136.3 (644),2016-2018
Cheatham,TN,318.2,263.4 - 329.2 (643),2016-2018
Cheboygan,MI,159.2,37.8 - 172.3 (647),2016-2018
Chelan,WA,175.3,172.4 - 215.1 (641),2016-2018
Chemung,NY,210.5,172.4 - 215.1 (641),2016-2018
Chenango,NY,246.1,215.2 - 263.3 (645),2016-2018
Cherokee,AL,124.8,37.8 - 172.3 (647),2016-2018
Cherokee,NC,146.2,37.8 - 172.3 (647),2016-2018
Cherokee,SC,154,37.8 - 172.3 (647),2016-2018
Cherokee,GA,198.1,172.4 - 215.1 (641),2016-2018
Cherokee,IA,218.2,215.2 - 263.3 (645),2016-2018
Cherokee,KS,260.8,215.2 - 263.3 (645),2016-2018
Cherokee,TX,283.3,263.4 - 329.2 (643),2016-2018
Cherokee,OK,494.9,329.3 - 1136.3 (644),2016-2018
Cherry,NE,137.3,37.8 - 172.3 (647),2016-2018
Chesapeake,VA,214.4,172.4 - 215.1 (641),2016-2018
Cheshire,NH,193.8,172.4 - 215.1 (641),2016-2018
Chester,PA,170.8,37.8 - 172.3 (647),2016-2018
Chester,TN,279.6,263.4 - 329.2 (643),2016-2018
Chester,SC,532.7,329.3 - 1136.3 (644),2016-2018
Chesterfield,VA,125.5,37.8 - 172.3 (647),2016-2018
Chesterfield,SC,188,172.4 - 215.1 (641),2016-2018
Cheyenne,KS,105.2,37.8 - 172.3 (647),2016-2018
Cheyenne,CO,241.8,215.2 - 263.3 (645),2016-2018
Cheyenne,NE,282.7,263.4 - 329.2 (643),2016-2018
Chickasaw,IA,151.5,37.8 - 172.3 (647),2016-2018
Chickasaw,MS,507.3,329.3 - 1136.3 (644),2016-2018
Chicot,AR,367.1,329.3 - 1136.3 (644),2016-2018
Childress,TX,365.3,329.3 - 1136.3 (644),2016-2018
Chilton,AL,86.2,37.8 - 172.3 (647),2016-2018
Chippewa,WI,166.4,37.8 - 172.3 (647),2016-2018
Chippewa,MI,173.7,172.4 - 215.1 (641),2016-2018
Chippewa,MN,204,172.4 - 215.1 (641),2016-2018
Chisago,MN,243.3,215.2 - 263.3 (645),2016-2018
Chittenden,VT,287,263.4 - 329.2 (643),2016-2018
Choctaw,MS,201.8,172.4 - 215.1 (641),2016-2018
Choctaw,AL,210.2,172.4 - 215.1 (641),2016-2018
Choctaw,OK,479.3,329.3 - 1136.3 (644),2016-2018
Chouteau,MT,274.9,263.4 - 329.2 (643),2016-2018
Chowan,NC,356.6,329.3 - 1136.3 (644),2016-2018
Christian,MO,147.7,37.8 - 172.3 (647),2016-2018
Christian,IL,202.3,172.4 - 215.1 (641),2016-2018
Christian,KY,445.7,329.3 - 1136.3 (644),2016-2018
Churchill,NV,321.4,263.4 - 329.2 (643),2016-2018
Ciales,PR,316.9,263.4 - 329.2 (643),2016-2018
Cibola,NM,251,215.2 - 263.3 (645),2016-2018
Cidra,PR,348.1,329.3 - 1136.3 (644),2016-2018
Cimarron,OK,197.2,172.4 - 215.1 (641),2016-2018
Citrus,FL,247.5,215.2 - 263.3 (645),2016-2018
Clackamas,OR,206.2,172.4 - 215.1 (641),2016-2018
Claiborne,LA,184.3,172.4 - 215.1 (641),2016-2018
Claiborne,TN,195.9,172.4 - 215.1 (641),2016-2018
Claiborne,MS,295.2,263.4 - 329.2 (643),2016-2018
Clallam,WA,174.2,172.4 - 215.1 (641),2016-2018
Clare,MI,189.5,172.4 - 215.1 (641),2016-2018
Clarendon,SC,291.1,263.4 - 329.2 (643),2016-2018
Clarion,PA,180.6,172.4 - 215.1 (641),2016-2018
Clark,ID,118.5,37.8 - 172.3 (647),2016-2018
Clark,AR,149.2,37.8 - 172.3 (647),2016-2018
Clark,MO,166.4,37.8 - 172.3 (647),2016-2018
Clark,IL,215.1,172.4 - 215.1 (641),2016-2018
Clark,SD,234.7,215.2 - 263.3 (645),2016-2018
Clark,NV,244.2,215.2 - 263.3 (645),2016-2018
Clark,IN,269.7,263.4 - 329.2 (643),2016-2018
Clark,WA,283.6,263.4 - 329.2 (643),2016-2018
Clark,KS,291.3,263.4 - 329.2 (643),2016-2018
Clark,WI,305.5,263.4 - 329.2 (643),2016-2018
Clark,OH,317.3,263.4 - 329.2 (643),2016-2018
Clark,KY,369.7,329.3 - 1136.3 (644),2016-2018
Clarke,VA,126.9,37.8 - 172.3 (647),2016-2018
Clarke,GA,175,172.4 - 215.1 (641),2016-2018
Clarke,AL,182,172.4 - 215.1 (641),2016-2018
Clarke,IA,324.4,263.4 - 329.2 (643),2016-2018
Clarke,MS,360.4,329.3 - 1136.3 (644),2016-2018
Clatsop,OR,196.7,172.4 - 215.1 (641),2016-2018
Clay,AL,90.4,37.8 - 172.3 (647),2016-2018
Clay,KS,131.9,37.8 - 172.3 (647),2016-2018
Clay,NC,166.1,37.8 - 172.3 (647),2016-2018
Clay,IL,173.9,172.4 - 215.1 (641),2016-2018
Clay,NE,174.5,172.4 - 215.1 (641),2016-2018
Clay,TN,189.5,172.4 - 215.1 (641),2016-2018
Clay,IA,190.7,172.4 - 215.1 (641),2016-2018
Clay,MO,202.4,172.4 - 215.1 (641),2016-2018
Clay,FL,231.6,215.2 - 263.3 (645),2016-2018
Clay,IN,241.5,215.2 - 263.3 (645),2016-2018
Clay,MN,242.2,215.2 - 263.3 (645),2016-2018
Clay,SD,259.3,215.2 - 263.3 (645),2016-2018
Clay,GA,261.7,215.2 - 263.3 (645),2016-2018
Clay,AR,281.5,263.4 - 329.2 (643),2016-2018
Clay,WV,290.8,263.4 - 329.2 (643),2016-2018
Clay,MS,406.3,329.3 - 1136.3 (644),2016-2018
Clay,TX,475.3,329.3 - 1136.3 (644),2016-2018
Clay,KY,532.7,329.3 - 1136.3 (644),2016-2018
Clayton,IA,276.3,263.4 - 329.2 (643),2016-2018
Clayton,GA,277,263.4 - 329.2 (643),2016-2018
Clear Creek,CO,159.3,37.8 - 172.3 (647),2016-2018
Clearfield,PA,201.3,172.4 - 215.1 (641),2016-2018
Clearwater,ID,161.8,37.8 - 172.3 (647),2016-2018
Clearwater,MN,377.9,329.3 - 1136.3 (644),2016-2018
Cleburne,AL,88.3,37.8 - 172.3 (647),2016-2018
Cleburne,AR,451.7,329.3 - 1136.3 (644),2016-2018
Clermont,OH,233.5,215.2 - 263.3 (645),2016-2018
Cleveland,NC,237.8,215.2 - 263.3 (645),2016-2018
Cleveland,AR,273.6,263.4 - 329.2 (643),2016-2018
Cleveland,OK,411.1,329.3 - 1136.3 (644),2016-2018
Clinch,GA,209.4,172.4 - 215.1 (641),2016-2018
Clinton,IL,159,37.8 - 172.3 (647),2016-2018
Clinton,NY,180.2,172.4 - 215.1 (641),2016-2018
Clinton,IA,187.3,172.4 - 215.1 (641),2016-2018
Clinton,IN,193.5,172.4 - 215.1 (641),2016-2018
Clinton,PA,195.5,172.4 - 215.1 (641),2016-2018
Clinton,MI,195.6,172.4 - 215.1 (641),2016-2018
Clinton,KY,205.5,172.4 - 215.1 (641),2016-2018
Clinton,OH,265,263.4 - 329.2 (643),2016-2018
Clinton,MO,338.6,329.3 - 1136.3 (644),2016-2018
Cloud,KS,143.1,37.8 - 172.3 (647),2016-2018
Coahoma,MS,556,329.3 - 1136.3 (644),2016-2018
Coal,OK,477.9,329.3 - 1136.3 (644),2016-2018
Coamo,PR,331.3,329.3 - 1136.3 (644),2016-2018
Cobb,GA,231.5,215.2 - 263.3 (645),2016-2018
Cochise,AZ,192.5,172.4 - 215.1 (641),2016-2018
Cochran,TX,278.2,263.4 - 329.2 (643),2016-2018
Cocke,TN,257.2,215.2 - 263.3 (645),2016-2018
Coconino,AZ,219.2,215.2 - 263.3 (645),2016-2018
Codington,SD,239.8,215.2 - 263.3 (645),2016-2018
Coffee,AL,158,37.8 - 172.3 (647),2016-2018
Coffee,GA,255.3,215.2 - 263.3 (645),2016-2018
Coffee,TN,393,329.3 - 1136.3 (644),2016-2018
Coffey,KS,57.7,37.8 - 172.3 (647),2016-2018
Coke,TX,281.2,263.4 - 329.2 (643),2016-2018
Colbert,AL,90.5,37.8 - 172.3 (647),2016-2018
Cole,MO,208.7,172.4 - 215.1 (641),2016-2018
Coleman,TX,268.2,263.4 - 329.2 (643),2016-2018
Coles,IL,230.9,215.2 - 263.3 (645),2016-2018
Colfax,NM,163,37.8 - 172.3 (647),2016-2018
Colfax,NE,224.2,215.2 - 263.3 (645),2016-2018
Colleton,SC,506.6,329.3 - 1136.3 (644),2016-2018
Collier,FL,129.5,37.8 - 172.3 (647),2016-2018
Collin,TX,197.3,172.4 - 215.1 (641),2016-2018
Collingsworth,TX,474.2,329.3 - 1136.3 (644),2016-2018
Colonial Heights,VA,169.7,37.8 - 172.3 (647),2016-2018
Colorado,TX,328,263.4 - 329.2 (643),2016-2018
Colquitt,GA,489.5,329.3 - 1136.3 (644),2016-2018
Columbia,PA,139.9,37.8 - 172.3 (647),2016-2018
Columbia,NY,144.5,37.8 - 172.3 (647),2016-2018
Columbia,OR,219.2,215.2 - 263.3 (645),2016-2018
Columbia,GA,232.4,215.2 - 263.3 (645),2016-2018
Columbia,WA,258,215.2 - 263.3 (645),2016-2018
Columbia,WI,296.1,263.4 - 329.2 (643),2016-2018
Columbia,AR,440.4,329.3 - 1136.3 (644),2016-2018
Columbia,FL,448.9,329.3 - 1136.3 (644),2016-2018
Columbiana,OH,269.2,263.4 - 329.2 (643),2016-2018
Columbus,NC,446.5,329.3 - 1136.3 (644),2016-2018
Colusa,CA,309.5,263.4 - 329.2 (643),2016-2018
Comal,TX,244.4,215.2 - 263.3 (645),2016-2018
Comanche,TX,126.5,37.8 - 172.3 (647),2016-2018
Comanche,KS,204,172.4 - 215.1 (641),2016-2018
Comanche,OK,491.4,329.3 - 1136.3 (644),2016-2018
Comerio,PR,352.4,329.3 - 1136.3 (644),2016-2018
Concho,TX,220.3,215.2 - 263.3 (645),2016-2018
Concordia,LA,275.4,263.4 - 329.2 (643),2016-2018
Conecuh,AL,344.3,329.3 - 1136.3 (644),2016-2018
Conejos,CO,209.5,172.4 - 215.1 (641),2016-2018
Contra Costa,CA,208.7,172.4 - 215.1 (641),2016-2018
Converse,WY,247.8,215.2 - 263.3 (645),2016-2018
Conway,AR,287.6,263.4 - 329.2 (643),2016-2018
Cook,IL,183.9,172.4 - 215.1 (641),2016-2018
Cook,MN,207.8,172.4 - 215.1 (641),2016-2018
Cook,GA,342.7,329.3 - 1136.3 (644),2016-2018
Cooke,TX,244.3,215.2 - 263.3 (645),2016-2018
Cooper,MO,216.2,215.2 - 263.3 (645),2016-2018
Coos,OR,245,215.2 - 263.3 (645),2016-2018
Coosa,AL,121.6,37.8 - 172.3 (647),2016-2018
Copiah,MS,364.4,329.3 - 1136.3 (644),2016-2018
Corozal,PR,346,329.3 - 1136.3 (644),2016-2018
Corson,SD,162,37.8 - 172.3 (647),2016-2018
Cortland,NY,128.6,37.8 - 172.3 (647),2016-2018
Coryell,TX,487.6,329.3 - 1136.3 (644),2016-2018
Coshocton,OH,124.6,37.8 - 172.3 (647),2016-2018
Costilla,CO,186.3,172.4 - 215.1 (641),2016-2018
Cottle,TX,393.2,329.3 - 1136.3 (644),2016-2018
Cotton,OK,524.3,329.3 - 1136.3 (644),2016-2018
Cottonwood,MN,453.5,329.3 - 1136.3 (644),2016-2018
Covington,VA,193.8,172.4 - 215.1 (641),2016-2018
Covington,AL,288.1,263.4 - 329.2 (643),2016-2018
Covington,MS,365.4,329.3 - 1136.3 (644),2016-2018
Coweta,GA,271.8,263.4 - 329.2 (643),2016-2018
Cowley,KS,222.3,215.2 - 263.3 (645),2016-2018
Cowlitz,WA,350.2,329.3 - 1136.3 (644),2016-2018
Coös,NH,238.7,215.2 - 263.3 (645),2016-2018
Craig,VA,170.2,37.8 - 172.3 (647),2016-2018
Craig,OK,642.9,329.3 - 1136.3 (644),2016-2018
Craighead,AR,399.2,329.3 - 1136.3 (644),2016-2018
Crane,TX,477.5,329.3 - 1136.3 (644),2016-2018
Craven,NC,216.7,215.2 - 263.3 (645),2016-2018
Crawford,PA,132.7,37.8 - 172.3 (647),2016-2018
Crawford,GA,191.8,172.4 - 215.1 (641),2016-2018
Crawford,IA,202.8,172.4 - 215.1 (641),2016-2018
Crawford,WI,207.4,172.4 - 215.1 (641),2016-2018
Crawford,IL,209.7,172.4 - 215.1 (641),2016-2018
Crawford,MI,239,215.2 - 263.3 (645),2016-2018
Crawford,MO,241.8,215.2 - 263.3 (645),2016-2018
Crawford,KS,243,215.2 - 263.3 (645),2016-2018
Crawford,OH,248.8,215.2 - 263.3 (645),2016-2018
Crawford,AR,291.7,263.4 - 329.2 (643),2016-2018
Crawford,IN,302.9,263.4 - 329.2 (643),2016-2018
Creek,OK,595.4,329.3 - 1136.3 (644),2016-2018
Crenshaw,AL,202.1,172.4 - 215.1 (641),2016-2018
Crisp,GA,291.6,263.4 - 329.2 (643),2016-2018
Crittenden,KY,258.9,215.2 - 263.3 (645),2016-2018
Crittenden,AR,575,329.3 - 1136.3 (644),2016-2018
Crockett,TN,389.5,329.3 - 1136.3 (644),2016-2018
Crockett,TX,540.7,329.3 - 1136.3 (644),2016-2018
Crook,OR,165.3,37.8 - 172.3 (647),2016-2018
Crook,WY,242.2,215.2 - 263.3 (645),2016-2018
Crosby,TX,391.6,329.3 - 1136.3 (644),2016-2018
Cross,AR,393.9,329.3 - 1136.3 (644),2016-2018
Crow Wing,MN,189.7,172.4 - 215.1 (641),2016-2018
Crowley,CO,290.4,263.4 - 329.2 (643),2016-2018
Culberson,TX,259.9,215.2 - 263.3 (645),2016-2018
Culebra,PR,360.6,329.3 - 1136.3 (644),2016-2018
Cullman,AL,211.3,172.4 - 215.1 (641),2016-2018
Culpeper,VA,127.1,37.8 - 172.3 (647),2016-2018
Cumberland,ME,118.9,37.8 - 172.3 (647),2016-2018
Cumberland,PA,141.1,37.8 - 172.3 (647),2016-2018
Cumberland,VA,177.7,172.4 - 215.1 (641),2016-2018
Cumberland,IL,186.8,172.4 - 215.1 (641),2016-2018
Cumberland,TN,248.4,215.2 - 263.3 (645),2016-2018
Cumberland,KY,252.2,215.2 - 263.3 (645),2016-2018
Cumberland,NJ,300.7,263.4 - 329.2 (643),2016-2018
Cumberland,NC,376.1,329.3 - 1136.3 (644),2016-2018
Cuming,NE,177.3,172.4 - 215.1 (641),2016-2018
Currituck,NC,140.7,37.8 - 172.3 (647),2016-2018
Curry,OR,232.5,215.2 - 263.3 (645),2016-2018
Curry,NM,301.1,263.4 - 329.2 (643),2016-2018
Custer,ID,107.7,37.8 - 172.3 (647),2016-2018
Custer,SD,193.8,172.4 - 215.1 (641),2016-2018
Custer,MT,209.9,172.4 - 215.1 (641),2016-2018
Custer,CO,276.5,263.4 - 329.2 (643),2016-2018
Custer,NE,431.2,329.3 - 1136.3 (644),2016-2018
Custer,OK,538.8,329.3 - 1136.3 (644),2016-2018
Cuyahoga,OH,277.5,263.4 - 329.2 (643),2016-2018
Dade,MO,178.4,172.4 - 215.1 (641),2016-2018
Dade,GA,232.4,215.2 - 263.3 (645),2016-2018
Daggett,UT,119.9,37.8 - 172.3 (647),2016-2018
Dakota,MN,234.9,215.2 - 263.3 (645),2016-2018
Dakota,NE,263.1,215.2 - 263.3 (645),2016-2018
Dale,AL,251.3,215.2 - 263.3 (645),2016-2018
Dallam,TX,201.3,172.4 - 215.1 (641),2016-2018
Dallas,IA,155.8,37.8 - 172.3 (647),2016-2018
Dallas,MO,195.5,172.4 - 215.1 (641),2016-2018
Dallas,AR,297.3,263.4 - 329.2 (643),2016-2018
Dallas,AL,314.5,263.4 - 329.2 (643),2016-2018
Dallas,TX,324.9,263.4 - 329.2 (643),2016-2018
Dane,WI,194.8,172.4 - 215.1 (641),2016-2018
Daniels,MT,260,215.2 - 263.3 (645),2016-2018
Danville,VA,286.8,263.4 - 329.2 (643),2016-2018
Dare,NC,206.6,172.4 - 215.1 (641),2016-2018
Darke,OH,213.3,172.4 - 215.1 (641),2016-2018
Darlington,SC,188.7,172.4 - 215.1 (641),2016-2018
Dauphin,PA,210,172.4 - 215.1 (641),2016-2018
Davidson,NC,220.7,215.2 - 263.3 (645),2016-2018
Davidson,TN,275.9,263.4 - 329.2 (643),2016-2018
Davie,NC,154.8,37.8 - 172.3 (647),2016-2018
Daviess,KY,134.1,37.8 - 172.3 (647),2016-2018
Daviess,MO,209.8,172.4 - 215.1 (641),2016-2018
Daviess,IN,452.9,329.3 - 1136.3 (644),2016-2018
Davis,UT,143,37.8 - 172.3 (647),2016-2018
Davis,IA,166.8,37.8 - 172.3 (647),2016-2018
Davison,SD,355,329.3 - 1136.3 (644),2016-2018
Dawes,NE,290.5,263.4 - 329.2 (643),2016-2018
Dawson,MT,87.9,37.8 - 172.3 (647),2016-2018
Dawson,GA,164.3,37.8 - 172.3 (647),2016-2018
Dawson,NE,200.5,172.4 - 215.1 (641),2016-2018
Dawson,TX,478.8,329.3 - 1136.3 (644),2016-2018
Day,SD,218.9,215.2 - 263.3 (645),2016-2018
De Baca,NM,209.7,172.4 - 215.1 (641),2016-2018
De Soto,LA,452.6,329.3 - 1136.3 (644),2016-2018
De Witt,IL,280.7,263.4 - 329.2 (643),2016-2018
Deaf Smith,TX,401.1,329.3 - 1136.3 (644),2016-2018
Dearborn,IN,252,215.2 - 263.3 (645),2016-2018
Decatur,KS,135.4,37.8 - 172.3 (647),2016-2018
Decatur,IA,194.5,172.4 - 215.1 (641),2016-2018
Decatur,IN,233.3,215.2 - 263.3 (645),2016-2018
Decatur,GA,298.9,263.4 - 329.2 (643),2016-2018
Decatur,TN,600,329.3 - 1136.3 (644),2016-2018
Deer Lodge,MT,183.5,172.4 - 215.1 (641),2016-2018
Defiance,OH,357.8,329.3 - 1136.3 (644),2016-2018
DeKalb,AL,155.3,37.8 - 172.3 (647),2016-2018
DeKalb,IL,175.9,172.4 - 215.1 (641),2016-2018
DeKalb,GA,211.1,172.4 - 215.1 (641),2016-2018
DeKalb,TN,222.1,215.2 - 263.3 (645),2016-2018
DeKalb,MO,267.8,263.4 - 329.2 (643),2016-2018
DeKalb,IN,283.3,263.4 - 329.2 (643),2016-2018
Del Norte,CA,257.1,215.2 - 263.3 (645),2016-2018
Delaware,OH,154.5,37.8 - 172.3 (647),2016-2018
Delaware,PA,160.8,37.8 - 172.3 (647),2016-2018
Delaware,NY,269.9,263.4 - 329.2 (643),2016-2018
Delaware,IA,333.5,329.3 - 1136.3 (644),2016-2018
Delaware,IN,380.3,329.3 - 1136.3 (644),2016-2018
Delaware,OK,504.5,329.3 - 1136.3 (644),2016-2018
Delta,MI,138.1,37.8 - 172.3 (647),2016-2018
Delta,CO,220.2,215.2 - 263.3 (645),2016-2018
Delta,TX,349.7,329.3 - 1136.3 (644),2016-2018
Denali,AK,141.9,37.8 - 172.3 (647),2016-2018
Dent,MO,217.9,215.2 - 263.3 (645),2016-2018
Denton,TX,222.9,215.2 - 263.3 (645),2016-2018
Denver,CO,307.2,263.4 - 329.2 (643),2016-2018
Des Moines,IA,280.3,263.4 - 329.2 (643),2016-2018
Deschutes,OR,192.6,172.4 - 215.1 (641),2016-2018
Desha,AR,275.7,263.4 - 329.2 (643),2016-2018
DeSoto,FL,202.5,172.4 - 215.1 (641),2016-2018
DeSoto,MS,281.5,263.4 - 329.2 (643),2016-2018
Deuel,SD,168.4,37.8 - 172.3 (647),2016-2018
Deuel,NE,243,215.2 - 263.3 (645),2016-2018
Dewey,SD,169.6,37.8 - 172.3 (647),2016-2018
Dewey,OK,504.7,329.3 - 1136.3 (644),2016-2018
DeWitt,TX,352.1,329.3 - 1136.3 (644),2016-2018
Dickens,TX,369.3,329.3 - 1136.3 (644),2016-2018
Dickenson,VA,263.1,215.2 - 263.3 (645),2016-2018
Dickey,ND,235.1,215.2 - 263.3 (645),2016-2018
Dickinson,MI,141.6,37.8 - 172.3 (647),2016-2018
Dickinson,IA,211.4,172.4 - 215.1 (641),2016-2018
Dickinson,KS,231.3,215.2 - 263.3 (645),2016-2018
Dickson,TN,286.1,263.4 - 329.2 (643),2016-2018
Dillingham,AK,304.3,263.4 - 329.2 (643),2016-2018
Dillon,SC,326.7,263.4 - 329.2 (643),2016-2018
Dimmit,TX,244.1,215.2 - 263.3 (645),2016-2018
Dinwiddie,VA,185.6,172.4 - 215.1 (641),2016-2018
District of Columbia,DC,346.1,329.3 - 1136.3 (644),2016-2018
Divide,ND,170.5,37.8 - 172.3 (647),2016-2018
Dixie,FL,317.7,263.4 - 329.2 (643),2016-2018
Dixon,NE,255.7,215.2 - 263.3 (645),2016-2018
Doddridge,WV,143.6,37.8 - 172.3 (647),2016-2018
Dodge,GA,186.9,172.4 - 215.1 (641),2016-2018
Dodge,WI,259,215.2 - 263.3 (645),2016-2018
Dodge,NE,321.5,263.4 - 329.2 (643),2016-2018
Dodge,MN,351.8,329.3 - 1136.3 (644),2016-2018
Dolores,CO,140,37.8 - 172.3 (647),2016-2018
Doniphan,KS,146.7,37.8 - 172.3 (647),2016-2018
Donley,TX,276.4,263.4 - 329.2 (643),2016-2018
Dooly,GA,129.8,37.8 - 172.3 (647),2016-2018
Door,WI,297.3,263.4 - 329.2 (643),2016-2018
Dorado,PR,338.8,329.3 - 1136.3 (644),2016-2018
Dorchester,MD,271.5,263.4 - 329.2 (643),2016-2018
Dorchester,SC,293.2,263.4 - 329.2 (643),2016-2018
Dougherty,GA,311.5,263.4 - 329.2 (643),2016-2018
Douglas,IL,92.3,37.8 - 172.3 (647),2016-2018
Douglas,MO,126.6,37.8 - 172.3 (647),2016-2018
Douglas,WA,153.3,37.8 - 172.3 (647),2016-2018
Douglas,KS,176.3,172.4 - 215.1 (641),2016-2018
Douglas,CO,189.5,172.4 - 215.1 (641),2016-2018
Douglas,NV,204.8,172.4 - 215.1 (641),2016-2018
Douglas,MN,232.7,215.2 - 263.3 (645),2016-2018
Douglas,WI,236.9,215.2 - 263.3 (645),2016-2018
Douglas,GA,277.6,263.4 - 329.2 (643),2016-2018
Douglas,NE,302.3,263.4 - 329.2 (643),2016-2018
Douglas,OR,332.5,329.3 - 1136.3 (644),2016-2018
Douglas,SD,340.4,329.3 - 1136.3 (644),2016-2018
Doña Ana,NM,173.7,172.4 - 215.1 (641),2016-2018
Drew,AR,347.4,329.3 - 1136.3 (644),2016-2018
Dubois,IN,356.8,329.3 - 1136.3 (644),2016-2018
Dubuque,IA,216.7,215.2 - 263.3 (645),2016-2018
Duchesne,UT,122.5,37.8 - 172.3 (647),2016-2018
Dukes,MA,142.6,37.8 - 172.3 (647),2016-2018
Dundy,NE,249.1,215.2 - 263.3 (645),2016-2018
Dunklin,MO,156.1,37.8 - 172.3 (647),2016-2018
Dunn,WI,149.4,37.8 - 172.3 (647),2016-2018
Dunn,ND,186.1,172.4 - 215.1 (641),2016-2018
DuPage,IL,114.5,37.8 - 172.3 (647),2016-2018
Duplin,NC,289.1,263.4 - 329.2 (643),2016-2018
Durham,NC,155.2,37.8 - 172.3 (647),2016-2018
Dutchess,NY,196.1,172.4 - 215.1 (641),2016-2018
Duval,TX,304.2,263.4 - 329.2 (643),2016-2018
Duval,FL,341.2,329.3 - 1136.3 (644),2016-2018
Dyer,TN,392.9,329.3 - 1136.3 (644),2016-2018
Eagle,CO,74,37.8 - 172.3 (647),2016-2018
Early,GA,467.6,329.3 - 1136.3 (644),2016-2018
East Baton Rouge,LA,38.6,37.8 - 172.3 (647),2016-2018
East Carroll,LA,373.6,329.3 - 1136.3 (644),2016-2018
East Feliciana,LA,214.9,172.4 - 215.1 (641),2016-2018
Eastland,TX,193.8,172.4 - 215.1 (641),2016-2018
Eaton,MI,215.4,215.2 - 263.3 (645),2016-2018
Eau Claire,WI,175.9,172.4 - 215.1 (641),2016-2018
Echols,GA,384.1,329.3 - 1136.3 (644),2016-2018
Ector,TX,474.3,329.3 - 1136.3 (644),2016-2018
Eddy,ND,244,215.2 - 263.3 (645),2016-2018
Eddy,NM,287.5,263.4 - 329.2 (643),2016-2018
Edgar,IL,426.1,329.3 - 1136.3 (644),2016-2018
Edgecombe,NC,482,329.3 - 1136.3 (644),2016-2018
Edgefield,SC,283,263.4 - 329.2 (643),2016-2018
Edmonson,KY,321.8,263.4 - 329.2 (643),2016-2018
Edmunds,SD,207.2,172.4 - 215.1 (641),2016-2018
Edwards,IL,169.6,37.8 - 172.3 (647),2016-2018
Edwards,TX,261.7,215.2 - 263.3 (645),2016-2018
Edwards,KS,323.3,263.4 - 329.2 (643),2016-2018
Effingham,IL,267,263.4 - 329.2 (643),2016-2018
Effingham,GA,280.6,263.4 - 329.2 (643),2016-2018
El Dorado,CA,193.8,172.4 - 215.1 (641),2016-2018
El Paso,CO,292.6,263.4 - 329.2 (643),2016-2018
El Paso,TX,365.2,329.3 - 1136.3 (644),2016-2018
Elbert,CO,219.7,215.2 - 263.3 (645),2016-2018
Elbert,GA,277.8,263.4 - 329.2 (643),2016-2018
Elk,KS,132.1,37.8 - 172.3 (647),2016-2018
Elk,PA,291.3,263.4 - 329.2 (643),2016-2018
Elkhart,IN,276.7,263.4 - 329.2 (643),2016-2018
Elko,NV,141.8,37.8 - 172.3 (647),2016-2018
Elliott,KY,208.4,172.4 - 215.1 (641),2016-2018
Ellis,KS,171.4,37.8 - 172.3 (647),2016-2018
Ellis,TX,277.3,263.4 - 329.2 (643),2016-2018
Ellis,OK,478.8,329.3 - 1136.3 (644),2016-2018
Ellsworth,KS,187.8,172.4 - 215.1 (641),2016-2018
